image_name,valence,arousal
002_00033.png,5.0,3.0
002_00034.png,5.0,3.0
002_00035.png,4.0,3.0
002_00036.png,4.0,3.0
002_00037.png,4.0,3.0
002_00038.png,5.0,3.0
002_00039.png,5.0,3.0
002_00040.png,4.0,3.0
002_00041.png,4.0,3.0
002_00042.png,4.0,3.0
002_00043.png,4.0,3.0
002_00044.png,4.0,3.0
002_00045.png,4.0,3.0
002_00046.png,4.0,4.0
002_00047.png,5.0,4.0
002_00048.png,5.0,4.0
002_00049.png,5.0,4.0
002_00050.png,5.0,4.0
002_00051.png,5.0,4.0
002_00052.png,5.0,4.0
002_00053.png,4.0,4.0
002_00054.png,4.0,4.0
002_00055.png,4.0,4.0
002_00056.png,4.0,4.0
002_00057.png,4.0,4.0
003_00000.png,-1.0,-1.0
003_00001.png,-1.0,-1.0
003_00002.png,-1.0,-1.0
003_00003.png,-1.0,-1.0
003_00004.png,-1.0,-1.0
003_00005.png,-1.0,-1.0
003_00006.png,-1.0,-1.0
003_00007.png,-1.0,-1.0
003_00008.png,-1.0,-1.0
003_00009.png,-1.0,-1.0
003_00010.png,-1.0,-1.0
003_00011.png,-1.0,-1.0
003_00012.png,-1.0,-1.0
003_00013.png,-1.0,-1.0
003_00014.png,-1.0,-1.0
003_00015.png,-1.0,-1.0
003_00016.png,-1.0,-1.0
003_00017.png,-1.0,-1.0
003_00018.png,-1.0,-1.0
003_00019.png,-1.0,-1.0
003_00020.png,-1.0,-1.0
003_00021.png,-1.0,-1.0
003_00022.png,-1.0,-1.0
003_00023.png,-1.0,-1.0
003_00024.png,-1.0,-1.0
003_00025.png,-1.0,-1.0
003_00026.png,-1.0,-1.0
003_00027.png,-1.0,-1.0
003_00028.png,-1.0,-1.0
003_00029.png,-1.0,-1.0
003_00030.png,-1.0,-1.0
003_00031.png,-1.0,-1.0
003_00032.png,-1.0,-1.0
003_00033.png,-1.0,-1.0
003_00034.png,-1.0,-1.0
003_00035.png,-1.0,-1.0
003_00036.png,-1.0,-1.0
003_00037.png,-1.0,-1.0
003_00038.png,-1.0,-1.0
004_00000.png,-1,2
004_00001.png,-1,2
004_00002.png,-1,2
004_00003.png,-1,2
004_00004.png,-1,3
004_00005.png,-1,4
004_00006.png,-1,4
004_00007.png,-2,4
004_00008.png,-3,4
004_00009.png,-3,4
004_00010.png,-3,4
004_00011.png,-4,4
004_00012.png,-4,4
004_00013.png,-4,5
004_00014.png,-4,5
004_00015.png,-4,5
004_00016.png,-4,5
004_00017.png,-4,5
004_00018.png,-4,5
004_00019.png,-4,5
004_00020.png,-3,4
005_00000.png,-1,1
005_00001.png,-1,2
005_00002.png,-1,2
005_00003.png,-1,3
005_00004.png,-1,4
005_00005.png,-1,4
005_00006.png,-1,4
005_00007.png,-1,4
005_00008.png,-1,4
005_00009.png,0,4
005_00010.png,0,4
005_00011.png,0,4
005_00012.png,0,4
005_00013.png,0,4
005_00014.png,0,4
005_00015.png,0,4
005_00016.png,0,4
005_00017.png,0,4
006_00000.png,2.0,3.0
006_00001.png,2.0,3.0
006_00002.png,2.0,3.0
006_00003.png,2.0,3.0
006_00004.png,2.0,3.0
006_00005.png,2.0,3.0
006_00006.png,2.0,3.0
006_00007.png,2.0,3.0
006_00008.png,2.0,3.0
006_00009.png,2.0,3.0
006_00010.png,2.0,4.0
006_00011.png,2.0,4.0
006_00012.png,2.0,4.0
006_00013.png,3.0,4.0
006_00014.png,3.0,4.0
006_00015.png,3.0,5.0
006_00016.png,3.0,5.0
006_00017.png,3.0,5.0
006_00018.png,3.0,5.0
006_00019.png,4.0,5.0
006_00020.png,4.0,5.0
006_00021.png,4.0,5.0
006_00022.png,4.0,5.0
006_00023.png,4.0,5.0
006_00024.png,4.0,5.0
006_00025.png,4.0,5.0
006_00026.png,2.0,4.0
006_00027.png,3.0,4.0
006_00028.png,3.0,4.0
006_00029.png,3.0,4.0
006_00030.png,3.0,4.0
006_00031.png,3.0,4.0
006_00032.png,4.0,4.0
006_00033.png,4.0,4.0
007_00000.png,0.0,4.0
007_00001.png,0.0,3.0
007_00002.png,0.0,3.0
007_00003.png,0.0,3.0
007_00004.png,0.0,3.0
007_00005.png,0.0,3.0
007_00006.png,0.0,4.0
007_00007.png,0.0,4.0
007_00008.png,0.0,4.0
007_00009.png,0.0,4.0
007_00010.png,0.0,4.0
007_00011.png,0.0,4.0
007_00012.png,0.0,4.0
007_00013.png,0.0,4.0
007_00014.png,0.0,4.0
007_00015.png,0.0,4.0
007_00016.png,0.0,4.0
007_00017.png,0.0,4.0
007_00018.png,0.0,4.0
007_00019.png,0.0,4.0
007_00020.png,0.0,4.0
007_00021.png,0.0,4.0
007_00022.png,0.0,4.0
007_00023.png,0.0,4.0
007_00024.png,0.0,4.0
007_00025.png,0.0,4.0
007_00026.png,0.0,4.0
007_00027.png,0.0,4.0
007_00028.png,0.0,4.0
007_00029.png,0.0,4.0
007_00030.png,0.0,4.0
007_00031.png,0.0,4.0
007_00032.png,0.0,4.0
007_00033.png,0.0,4.0
007_00034.png,0.0,4.0
007_00035.png,0.0,4.0
008_00000.png,-1.0,6.0
008_00001.png,-1.0,6.0
008_00002.png,-1.0,6.0
008_00003.png,-1.0,6.0
008_00004.png,-1.0,6.0
008_00005.png,-1.0,6.0
008_00006.png,-1.0,6.0
008_00007.png,-1.0,6.0
008_00008.png,-1.0,6.0
008_00009.png,-1.0,6.0
008_00010.png,-1.0,6.0
008_00011.png,-1.0,6.0
008_00012.png,-1.0,6.0
008_00013.png,-1.0,6.0
008_00014.png,-1.0,6.0
008_00015.png,-1.0,6.0
008_00016.png,-1.0,6.0
008_00017.png,-1.0,6.0
008_00018.png,-1.0,6.0
008_00019.png,-1.0,6.0
008_00020.png,-1.0,6.0
008_00021.png,-1.0,6.0
008_00022.png,-1.0,5.0
008_00023.png,-1.0,5.0
008_00024.png,-2.0,5.0
008_00025.png,-2.0,5.0
008_00026.png,-2.0,5.0
008_00027.png,-2.0,5.0
008_00028.png,-2.0,5.0
008_00029.png,-2.0,5.0
008_00030.png,-2.0,5.0
008_00031.png,-2.0,5.0
008_00032.png,-2.0,5.0
008_00033.png,-2.0,4.0
008_00034.png,-2.0,4.0
008_00035.png,-2.0,4.0
008_00036.png,-2.0,4.0
008_00037.png,-2.0,4.0
008_00038.png,-2.0,4.0
008_00039.png,-2.0,4.0
008_00040.png,-2.0,4.0
008_00041.png,-2.0,4.0
008_00042.png,-2.0,4.0
008_00043.png,-2.0,4.0
008_00044.png,-2.0,4.0
008_00045.png,-2.0,4.0
008_00046.png,-2.0,4.0
008_00047.png,-2.0,4.0
008_00048.png,-2.0,4.0
008_00049.png,-2.0,4.0
008_00050.png,-2.0,4.0
008_00051.png,-2.0,4.0
008_00052.png,-2.0,4.0
008_00053.png,-2.0,4.0
008_00054.png,-2.0,4.0
008_00055.png,-2.0,4.0
008_00056.png,-2.0,4.0
008_00057.png,-2.0,4.0
008_00058.png,-2.0,4.0
008_00059.png,-2.0,4.0
008_00060.png,-2.0,4.0
008_00061.png,-2.0,4.0
008_00062.png,-2.0,4.0
008_00063.png,-2.0,4.0
008_00064.png,-2.0,4.0
008_00065.png,-2.0,4.0
008_00066.png,-2.0,4.0
008_00067.png,-2.0,4.0
008_00068.png,-2.0,4.0
008_00069.png,-2.0,4.0
008_00070.png,-2.0,4.0
008_00071.png,-2.0,4.0
008_00072.png,-2.0,4.0
008_00073.png,-2.0,4.0
008_00074.png,-2.0,4.0
008_00075.png,-2.0,4.0
008_00076.png,-2.0,4.0
008_00077.png,-2.0,4.0
008_00078.png,-2.0,4.0
008_00079.png,-2.0,4.0
008_00080.png,-2.0,4.0
008_00081.png,-2.0,4.0
008_00082.png,-2.0,4.0
008_00083.png,-2.0,4.0
008_00084.png,-2.0,4.0
008_00085.png,-2.0,4.0
008_00086.png,-2.0,4.0
008_00087.png,-2.0,4.0
008_00088.png,-2.0,4.0
008_00089.png,-2.0,4.0
008_00090.png,-2.0,4.0
008_00091.png,-2.0,4.0
008_00092.png,-2.0,4.0
008_00093.png,-2.0,4.0
008_00094.png,-2.0,4.0
008_00095.png,-2.0,4.0
008_00096.png,-2.0,4.0
008_00097.png,-2.0,4.0
008_00098.png,-2.0,4.0
008_00099.png,-2.0,4.0
008_00100.png,-2.0,4.0
008_00101.png,-2.0,4.0
009_00000.png,3.0,4.0
009_00001.png,3.0,4.0
009_00002.png,3.0,4.0
009_00003.png,4.0,4.0
009_00004.png,4.0,4.0
009_00005.png,5.0,4.0
009_00006.png,5.0,4.0
009_00007.png,5.0,4.0
009_00008.png,5.0,4.0
009_00009.png,5.0,4.0
009_00010.png,5.0,4.0
009_00011.png,5.0,4.0
009_00012.png,4.0,3.0
009_00013.png,4.0,3.0
009_00014.png,4.0,3.0
009_00015.png,3.0,3.0
009_00016.png,3.0,3.0
009_00017.png,3.0,3.0
009_00018.png,3.0,3.0
009_00019.png,3.0,3.0
009_00020.png,3.0,3.0
010_00000.png,0.0,5.0
010_00001.png,0.0,5.0
010_00002.png,0.0,5.0
010_00003.png,0.0,5.0
010_00004.png,0.0,5.0
010_00005.png,0.0,5.0
010_00006.png,0.0,5.0
010_00007.png,0.0,5.0
010_00008.png,0.0,5.0
010_00009.png,0.0,5.0
010_00010.png,0.0,5.0
010_00011.png,0.0,5.0
010_00012.png,0.0,5.0
010_00013.png,0.0,5.0
010_00014.png,0.0,5.0
010_00015.png,0.0,5.0
010_00016.png,0.0,5.0
010_00017.png,0.0,5.0
010_00018.png,0.0,5.0
010_00019.png,0.0,6.0
010_00020.png,0.0,6.0
010_00021.png,0.0,6.0
010_00022.png,0.0,6.0
010_00023.png,0.0,6.0
010_00024.png,0.0,6.0
010_00025.png,0.0,6.0
010_00026.png,0.0,6.0
010_00027.png,0.0,6.0
010_00028.png,0.0,6.0
010_00029.png,0.0,6.0
010_00030.png,0.0,6.0
010_00031.png,0.0,6.0
010_00032.png,0.0,6.0
010_00033.png,0.0,6.0
010_00034.png,0.0,6.0
010_00035.png,0.0,6.0
010_00036.png,0.0,6.0
010_00037.png,0.0,6.0
010_00038.png,0.0,6.0
010_00039.png,0.0,6.0
010_00040.png,0.0,6.0
010_00041.png,0.0,6.0
010_00042.png,0.0,6.0
010_00043.png,0.0,6.0
010_00044.png,0.0,6.0
010_00045.png,0.0,6.0
010_00046.png,0.0,6.0
010_00047.png,0.0,6.0
011_00000.png,0,1
011_00001.png,0,1
011_00002.png,0,1
011_00003.png,0,1
011_00004.png,0,1
011_00005.png,0,1
011_00006.png,1,1
011_00007.png,1,1
011_00008.png,1,1
011_00009.png,1,1
011_00010.png,1,1
011_00011.png,1,1
011_00012.png,1,2
011_00013.png,1,2
011_00014.png,2,2
011_00015.png,2,2
011_00016.png,2,2
011_00017.png,2,2
011_00018.png,2,2
011_00019.png,2,2
011_00020.png,1,2
011_00021.png,1,2
011_00022.png,1,2
011_00023.png,2,2
011_00024.png,2,2
011_00025.png,2,2
011_00026.png,2,2
011_00027.png,2,2
011_00028.png,2,2
011_00029.png,2,2
011_00030.png,2,2
011_00031.png,2,2
011_00032.png,2,2
011_00033.png,2,2
011_00034.png,2,2
011_00035.png,2,2
011_00036.png,2,2
011_00037.png,2,2
011_00038.png,2,2
011_00039.png,2,2
011_00040.png,2,2
011_00041.png,2,2
011_00042.png,2,2
011_00043.png,2,2
011_00044.png,2,2
011_00045.png,2,2
011_00046.png,2,2
011_00047.png,2,2
011_00048.png,2,2
011_00049.png,2,2
011_00050.png,1,2
011_00051.png,1,2
011_00052.png,1,2
011_00053.png,1,2
011_00054.png,1,2
011_00055.png,1,2
011_00056.png,1,2
011_00057.png,1,2
011_00058.png,1,2
011_00059.png,2,2
011_00060.png,2,2
011_00061.png,2,2
011_00062.png,2,2
011_00063.png,2,2
011_00064.png,2,2
011_00065.png,2,2
011_00066.png,2,2
011_00067.png,2,2
011_00068.png,2,2
011_00069.png,2,2
011_00070.png,2,2
011_00071.png,2,2
011_00072.png,2,2
011_00073.png,2,2
011_00074.png,2,2
011_00075.png,2,2
011_00076.png,2,2
011_00077.png,2,2
011_00078.png,1,2
011_00079.png,1,2
011_00080.png,1,2
011_00081.png,1,2
011_00082.png,1,2
011_00083.png,1,2
011_00084.png,1,2
011_00085.png,1,2
011_00086.png,1,2
011_00087.png,1,2
011_00088.png,2,2
011_00089.png,2,2
011_00090.png,2,2
011_00091.png,2,2
011_00092.png,1,2
011_00093.png,1,2
011_00094.png,1,2
011_00095.png,1,2
011_00096.png,1,2
011_00097.png,1,2
011_00098.png,1,2
011_00099.png,2,2
011_00100.png,2,2
011_00101.png,2,2
011_00102.png,2,2
011_00103.png,2,2
011_00104.png,1,2
011_00105.png,1,2
011_00106.png,1,2
011_00107.png,1,2
011_00108.png,1,2
011_00109.png,1,2
011_00110.png,1,2
011_00111.png,1,2
011_00112.png,1,2
011_00113.png,1,2
011_00114.png,1,2
011_00115.png,1,2
011_00116.png,1,2
011_00117.png,1,2
011_00118.png,1,2
011_00119.png,1,2
011_00120.png,1,2
011_00121.png,1,2
011_00122.png,1,2
012_00000.png,3,2
012_00001.png,3,2
012_00002.png,3,2
012_00003.png,3,2
012_00004.png,3,2
012_00005.png,3,2
012_00006.png,3,2
012_00007.png,3,2
012_00008.png,3,2
012_00009.png,3,2
012_00010.png,3,2
012_00011.png,3,2
012_00012.png,3,3
012_00013.png,3,3
012_00014.png,3,3
012_00015.png,4,3
012_00016.png,4,3
012_00017.png,4,3
012_00018.png,4,3
012_00019.png,4,3
012_00020.png,4,3
012_00021.png,4,3
012_00022.png,4,3
012_00023.png,4,3
012_00024.png,5,3
012_00025.png,5,3
012_00026.png,5,3
012_00027.png,5,3
012_00028.png,5,3
012_00029.png,5,3
012_00030.png,5,3
012_00031.png,5,3
012_00032.png,5,3
013_00000.png,-1.0,4.0
013_00001.png,-1.0,4.0
013_00002.png,-1.0,4.0
013_00003.png,-1.0,4.0
013_00004.png,-1.0,4.0
013_00005.png,-1.0,4.0
013_00006.png,-1.0,4.0
013_00007.png,-1.0,4.0
013_00008.png,-1.0,4.0
013_00009.png,-1.0,4.0
013_00010.png,-1.0,4.0
013_00011.png,-1.0,4.0
013_00012.png,-1.0,4.0
013_00013.png,-1.0,4.0
013_00014.png,-1.0,4.0
013_00015.png,-1.0,4.0
013_00016.png,-1.0,4.0
013_00017.png,-1.0,4.0
013_00018.png,-1.0,4.0
013_00019.png,-1.0,4.0
014_00000.png,0,3
014_00001.png,0,3
014_00002.png,0,3
014_00003.png,0,3
014_00004.png,0,3
014_00005.png,0,3
014_00006.png,0,3
014_00007.png,0,3
014_00008.png,0,3
014_00009.png,0,3
014_00010.png,0,3
014_00011.png,0,3
014_00012.png,0,3
014_00013.png,0,3
014_00014.png,0,3
014_00015.png,0,3
014_00016.png,0,3
014_00017.png,0,4
014_00018.png,0,4
014_00019.png,0,4
014_00020.png,0,4
014_00021.png,0,4
014_00022.png,0,4
014_00023.png,0,4
014_00024.png,0,4
014_00025.png,0,4
014_00026.png,0,4
014_00027.png,0,4
014_00028.png,0,4
014_00029.png,0,4
014_00030.png,0,4
014_00031.png,0,4
014_00032.png,0,4
014_00033.png,0,4
014_00034.png,0,4
014_00035.png,0,4
014_00036.png,0,4
014_00037.png,0,5
014_00038.png,0,5
014_00039.png,0,5
014_00040.png,0,5
014_00041.png,0,5
014_00042.png,0,5
014_00043.png,0,5
014_00044.png,0,5
014_00045.png,0,5
014_00046.png,0,5
014_00047.png,0,5
014_00048.png,0,5
014_00049.png,0,5
014_00050.png,0,5
014_00051.png,0,5
014_00052.png,0,5
014_00053.png,0,5
014_00054.png,0,5
014_00055.png,0,5
014_00056.png,0,5
014_00057.png,0,5
014_00058.png,0,5
014_00059.png,0,5
014_00060.png,0,5
014_00061.png,0,5
014_00062.png,0,5
014_00063.png,0,5
014_00064.png,0,5
014_00065.png,0,5
014_00066.png,0,5
014_00067.png,0,5
015_00000.png,6,6
015_00001.png,6,6
015_00002.png,6,5
015_00003.png,6,5
015_00004.png,5,5
015_00005.png,5,5
015_00006.png,5,5
015_00007.png,5,5
015_00008.png,5,5
015_00009.png,5,4
015_00010.png,5,4
015_00011.png,4,4
015_00012.png,4,4
015_00013.png,4,4
015_00014.png,5,4
015_00015.png,5,4
015_00016.png,5,4
015_00017.png,5,5
015_00018.png,5,5
015_00019.png,5,5
015_00020.png,5,5
015_00021.png,5,5
015_00022.png,5,5
015_00023.png,5,5
015_00024.png,5,6
015_00025.png,5,6
015_00026.png,6,6
015_00027.png,6,6
015_00028.png,6,6
015_00029.png,6,6
016_00000.png,-6.0,6.0
016_00001.png,-6.0,6.0
016_00002.png,-6.0,6.0
016_00003.png,-6.0,6.0
016_00004.png,-6.0,6.0
016_00005.png,-7.0,6.0
016_00006.png,-7.0,6.0
016_00007.png,-7.0,7.0
016_00008.png,-7.0,7.0
016_00009.png,-7.0,7.0
016_00010.png,-7.0,7.0
016_00011.png,-6.0,7.0
016_00012.png,-6.0,6.0
016_00013.png,-5.0,6.0
016_00014.png,-5.0,6.0
016_00015.png,-5.0,6.0
016_00016.png,-5.0,6.0
016_00017.png,-6.0,6.0
016_00018.png,-6.0,6.0
016_00019.png,-6.0,6.0
016_00020.png,-6.0,6.0
016_00021.png,-7.0,7.0
016_00022.png,-7.0,7.0
016_00023.png,-7.0,7.0
016_00024.png,-7.0,7.0
016_00025.png,-7.0,7.0
016_00026.png,-7.0,8.0
016_00027.png,-7.0,8.0
016_00028.png,-7.0,8.0
016_00029.png,-7.0,8.0
016_00030.png,-7.0,8.0
016_00031.png,-7.0,8.0
016_00032.png,-7.0,8.0
016_00033.png,-7.0,8.0
016_00034.png,-7.0,7.0
016_00035.png,-7.0,7.0
016_00036.png,-7.0,7.0
016_00037.png,-7.0,8.0
016_00038.png,-7.0,8.0
016_00039.png,-7.0,8.0
016_00040.png,-8.0,8.0
016_00041.png,-8.0,8.0
016_00042.png,-8.0,8.0
016_00043.png,-8.0,7.0
016_00044.png,-7.0,7.0
016_00045.png,-7.0,7.0
016_00046.png,-7.0,7.0
016_00047.png,-7.0,7.0
016_00048.png,-7.0,7.0
016_00049.png,-6.0,7.0
016_00050.png,-6.0,7.0
016_00051.png,-6.0,7.0
016_00052.png,-6.0,7.0
016_00053.png,-6.0,7.0
016_00054.png,-6.0,7.0
017_00000.png,-1.0,1.0
017_00001.png,-1.0,1.0
017_00002.png,-2.0,1.0
017_00003.png,-2.0,1.0
017_00004.png,-2.0,1.0
017_00005.png,-2.0,1.0
017_00006.png,-2.0,1.0
017_00007.png,-2.0,1.0
017_00008.png,-2.0,1.0
017_00009.png,-2.0,2.0
017_00010.png,-2.0,2.0
017_00011.png,-3.0,2.0
017_00012.png,-3.0,2.0
017_00013.png,-3.0,2.0
017_00014.png,-3.0,2.0
017_00015.png,-3.0,2.0
017_00016.png,-3.0,2.0
017_00017.png,-3.0,3.0
017_00018.png,-3.0,3.0
017_00019.png,-3.0,3.0
017_00020.png,-2.0,2.0
017_00021.png,-2.0,2.0
017_00022.png,-2.0,2.0
017_00023.png,-2.0,1.0
017_00024.png,-1.0,1.0
017_00025.png,-1.0,1.0
017_00026.png,-1.0,1.0
017_00027.png,-1.0,1.0
017_00028.png,-1.0,1.0
017_00029.png,-1.0,1.0
017_00030.png,-1.0,1.0
017_00031.png,-1.0,1.0
017_00032.png,-1.0,1.0
017_00033.png,-1.0,1.0
017_00034.png,-1.0,1.0
017_00035.png,-1.0,1.0
017_00036.png,-1.0,1.0
017_00037.png,-1.0,1.0
017_00038.png,-1.0,1.0
017_00039.png,-1.0,1.0
017_00040.png,-1.0,1.0
017_00041.png,-1.0,1.0
017_00042.png,-1.0,1.0
017_00043.png,-1.0,1.0
017_00044.png,-1.0,1.0
017_00045.png,0.0,1.0
017_00046.png,0.0,1.0
017_00047.png,0.0,1.0
017_00048.png,0.0,1.0
017_00049.png,0.0,1.0
017_00050.png,0.0,0.0
017_00051.png,0.0,0.0
017_00052.png,-1.0,1.0
017_00053.png,-1.0,1.0
017_00054.png,-1.0,1.0
017_00055.png,-1.0,1.0
017_00056.png,-1.0,1.0
017_00057.png,-1.0,1.0
017_00058.png,-1.0,1.0
017_00059.png,-1.0,1.0
017_00060.png,-1.0,1.0
017_00061.png,-1.0,1.0
017_00062.png,-1.0,1.0
017_00063.png,-1.0,2.0
017_00064.png,-1.0,2.0
017_00065.png,-1.0,2.0
017_00066.png,0.0,1.0
017_00067.png,0.0,1.0
017_00068.png,0.0,1.0
017_00069.png,0.0,0.0
017_00070.png,0.0,0.0
017_00071.png,0.0,0.0
018_00000.png,-1.0,0.0
018_00001.png,-1.0,0.0
018_00002.png,-1.0,0.0
018_00003.png,-1.0,0.0
018_00004.png,-1.0,0.0
018_00005.png,-1.0,0.0
018_00006.png,-1.0,0.0
018_00007.png,-1.0,0.0
018_00008.png,-1.0,0.0
018_00009.png,-1.0,0.0
018_00010.png,-1.0,0.0
018_00011.png,-1.0,0.0
018_00012.png,-1.0,0.0
018_00013.png,-1.0,0.0
018_00014.png,-1.0,0.0
018_00015.png,-1.0,0.0
018_00016.png,-1.0,0.0
019_00000.png,-1,-1
019_00001.png,-1,-1
019_00002.png,-1,-1
019_00003.png,-1,-1
019_00004.png,-1,-1
019_00005.png,-1,-1
019_00006.png,-1,-1
019_00007.png,-1,-1
019_00008.png,-1,-1
019_00009.png,-1,-1
019_00010.png,-1,-1
019_00011.png,-1,-1
019_00012.png,-1,-1
019_00013.png,-1,-1
019_00014.png,-1,-1
019_00015.png,-1,-1
019_00016.png,-1,-1
019_00017.png,-1,-1
019_00018.png,-1,-1
019_00019.png,-1,-1
019_00020.png,-1,-1
019_00021.png,-1,-1
019_00022.png,-1,-1
019_00023.png,-1,-1
019_00024.png,-1,-1
019_00025.png,-1,-1
019_00026.png,-1,-1
019_00027.png,-1,-1
019_00028.png,-1,-1
019_00029.png,-1,-1
019_00030.png,-1,-1
019_00031.png,-1,-1
020_00000.png,-1.0,1.0
020_00001.png,-1.0,1.0
020_00002.png,-1.0,1.0
020_00003.png,-1.0,1.0
020_00004.png,-1.0,1.0
020_00005.png,-1.0,1.0
020_00006.png,-1.0,1.0
020_00007.png,-1.0,1.0
020_00008.png,-1.0,1.0
020_00009.png,-1.0,1.0
020_00010.png,-1.0,1.0
020_00011.png,-1.0,1.0
020_00012.png,-1.0,1.0
020_00013.png,-1.0,1.0
020_00014.png,-1.0,1.0
020_00015.png,-1.0,1.0
020_00016.png,-1.0,1.0
020_00017.png,-1.0,1.0
020_00018.png,-1.0,1.0
020_00019.png,-1.0,1.0
020_00020.png,-1.0,1.0
020_00021.png,-1.0,1.0
020_00022.png,-1.0,1.0
020_00023.png,-1.0,1.0
020_00024.png,-1.0,1.0
020_00025.png,-1.0,1.0
020_00026.png,-1.0,1.0
020_00027.png,-1.0,1.0
020_00028.png,-1.0,1.0
020_00029.png,-1.0,1.0
020_00030.png,-1.0,1.0
020_00031.png,-1.0,1.0
020_00032.png,-1.0,1.0
020_00033.png,-1.0,1.0
021_00000.png,-3.0,3.0
021_00001.png,-3.0,3.0
021_00002.png,-3.0,3.0
021_00003.png,-3.0,3.0
021_00004.png,-3.0,3.0
021_00005.png,-4.0,3.0
021_00006.png,-4.0,4.0
021_00007.png,-4.0,4.0
021_00008.png,-4.0,4.0
021_00009.png,-5.0,4.0
021_00010.png,-5.0,4.0
021_00011.png,-5.0,4.0
021_00012.png,-5.0,4.0
021_00013.png,-5.0,4.0
021_00014.png,-5.0,4.0
021_00015.png,-5.0,4.0
021_00016.png,-5.0,5.0
021_00017.png,-5.0,5.0
021_00018.png,-5.0,5.0
021_00019.png,-5.0,5.0
021_00020.png,-5.0,5.0
021_00021.png,-5.0,5.0
021_00022.png,-5.0,5.0
021_00023.png,-5.0,5.0
021_00024.png,-5.0,5.0
021_00025.png,-5.0,5.0
021_00026.png,-5.0,5.0
021_00027.png,-5.0,5.0
021_00028.png,-5.0,5.0
021_00029.png,-5.0,5.0
021_00030.png,-5.0,5.0
021_00031.png,-5.0,5.0
021_00032.png,-5.0,5.0
021_00033.png,-5.0,5.0
021_00034.png,-5.0,5.0
021_00035.png,-5.0,5.0
021_00036.png,-5.0,4.0
021_00037.png,-5.0,4.0
021_00038.png,-5.0,4.0
021_00039.png,-4.0,4.0
021_00040.png,-4.0,4.0
021_00041.png,-4.0,4.0
021_00042.png,-4.0,4.0
021_00043.png,-4.0,4.0
021_00044.png,-4.0,4.0
021_00045.png,-4.0,4.0
021_00046.png,-4.0,4.0
021_00047.png,-4.0,4.0
021_00048.png,-3.0,4.0
021_00049.png,-3.0,4.0
021_00050.png,-3.0,4.0
021_00051.png,-3.0,4.0
021_00052.png,-3.0,4.0
021_00053.png,-3.0,4.0
021_00054.png,-3.0,4.0
021_00055.png,-4.0,3.0
021_00056.png,-4.0,4.0
021_00057.png,-4.0,4.0
021_00058.png,-4.0,4.0
021_00059.png,-4.0,4.0
021_00060.png,-4.0,4.0
021_00061.png,-4.0,4.0
021_00062.png,-4.0,4.0
021_00063.png,-4.0,4.0
021_00064.png,-4.0,4.0
021_00065.png,-4.0,4.0
021_00066.png,-4.0,4.0
021_00067.png,-4.0,4.0
021_00068.png,-4.0,4.0
021_00069.png,-3.0,4.0
021_00070.png,-3.0,4.0
022_00000.png,0.0,1.0
022_00001.png,0.0,1.0
022_00002.png,0.0,1.0
022_00003.png,0.0,1.0
022_00004.png,0.0,1.0
022_00005.png,0.0,1.0
022_00006.png,0.0,1.0
022_00007.png,0.0,1.0
022_00008.png,0.0,1.0
